Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
0.8333333333333334,85.83333333333333,71.16666666666667,81.66666666666667,1.0,0.8333333333333334,1.0,21.18299166318273,1,Kompeten,60200125001,A,UNIFIED
0.6666666666666666,76.33333333333333,55.666666666666664,74.5,1.0,0.6666666666666666,1.0,28.340195247504326,0,Belum Kompeten,60200125006,A,UNIFIED
1.0,85.5,85.5,84.33333333333333,1.0,1.0,1.0,5.194964323360427,1,Kompeten,60200125007,A,UNIFIED
0.6666666666666666,73.33333333333333,38.333333333333336,87.0,1.0,0.5,1.0,32.12874371710644,1,Kompeten,60200125016,A,UNIFIED
0.6666666666666666,13.333333333333334,13.333333333333334,13.833333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,30.192438346932718,0,Belum Kompeten,60200125017,A,UNIFIED
0.75,68.33333333333333,55.0,75.66666666666667,1.0,0.6666666666666666,1.0,28.682650582616045,1,Kompeten,60200125031,A,UNIFIED
0.8333333333333334,81.25,81.16666666666667,82.75,1.0,1.0,1.0,7.814200432229885,1,Kompeten,60200125032,A,UNIFIED
1.0,85.5,71.33333333333333,88.08333333333333,1.0,0.8333333333333334,1.0,20.07403350071067,1,Kompeten,60200125033,A,UNIFIED
0.8333333333333334,82.5,67.33333333333333,81.5,1.0,0.8333333333333334,1.0,20.414833628975902,1,Kompeten,60200125034,A,UNIFIED
1.0,87.33333333333333,73.16666666666667,81.25,1.0,0.8333333333333334,1.0,20.66817870812789,1,Kompeten,60200125049,A,UNIFIED
0.8333333333333334,84.5,56.666666666666664,87.25,1.0,0.6666666666666666,1.0,27.060018454639533,1,Kompeten,60200125050,A,UNIFIED
0.6666666666666666,27.5,27.5,14.166666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,37.19837544574318,0,Belum Kompeten,60200125051,A,UNIFIED
1.0,83.83333333333333,83.83333333333333,76.33333333333333,1.0,1.0,1.0,8.96133670584671,0,Belum Kompeten,60200125053,A,UNIFIED
1.0,81.83333333333333,81.83333333333333,84.66666666666667,1.0,1.0,1.0,7.803528799741503,1,Kompeten,60200125074,A,UNIFIED
0.8333333333333334,82.83333333333333,54.833333333333336,85.91666666666667,1.0,0.6666666666666666,1.0,26.53743279795868,1,Kompeten,60200125075,A,UNIFIED
0.3333333333333333,13.333333333333334,13.333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,25.141574442188357,0,Belum Kompeten,60200125077,A,UNIFIED
