Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,TP_Std,Respons_Std,Laporan_Std,TP_Min,TP_Max,Respons_Min,Respons_Max,Laporan_Min,Laporan_Max,TP_Trend,Respons_Trend,Laporan_Trend,TP_Last2_Mean,Respons_Last2_Mean,Laporan_Last2_Mean,TP_LateEarly_Gap,Respons_LateEarly_Gap,Laporan_LateEarly_Gap,Activity_Score,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
1.0,85.4,85.4,79.5,1.0,1.0,1.0,9.2499849849728,1.3564659966250536,1.3564659966250536,15.15915564930976,84.0,88.0,84.0,88.0,50.0,91.5,0.6666666666666714,0.6666666666666714,23.33333333333333,86.5,86.5,88.75,0.6666666666666714,0.6666666666666714,23.33333333333333,87.575,1,Kompeten,60200125001,A,UNIFIED
0.8,74.0,49.2,71.5,1.0,0.6,1.0,29.51056308058749,17.34358671094304,40.31079259950119,17.72004514666935,40.0,88.0,0.0,88.0,50.0,90.0,-16.66666666666667,-58.0,8.75,81.0,39.0,70.0,-16.66666666666667,-58.0,8.75,68.675,0,Belum Kompeten,60200125006,A,UNIFIED
1.0,85.0,85.0,83.2,1.0,1.0,1.0,5.401234426807759,2.8284271247461903,2.8284271247461903,8.328265125462805,80.0,88.0,80.0,88.0,67.5,92.5,-4.166666666666671,-4.166666666666671,11.166666666666671,83.0,83.0,89.0,-4.166666666666671,-4.166666666666671,11.166666666666671,88.3,1,Kompeten,60200125007,A,UNIFIED
0.6,70.2,46.0,86.1,1.0,0.6,1.0,29.456672513295786,17.37124060048677,38.49155751590211,2.0591260281974,40.0,88.0,0.0,88.0,84.0,90.0,-23.0,-63.33333333333333,1.8333333333333286,71.5,31.0,87.75,-23.0,-63.33333333333333,1.8333333333333286,65.575,1,Kompeten,60200125016,A,UNIFIED
0.7,16.0,16.0,16.6,0.2,0.2,0.2,32.40617225159429,32.0,32.0,33.20000000000001,0.0,80.0,0.0,80.0,0.0,83.0,-40.0,-40.0,-41.5,0.0,0.0,0.0,-40.0,-40.0,-41.5,29.65,0,Belum Kompeten,60200125017,A,UNIFIED
0.7,65.2,49.2,72.9,1.0,0.6,1.0,29.910347522034726,20.604853797103246,40.18656491913684,18.762729012593027,40.0,83.0,0.0,83.0,50.0,91.0,-27.166666666666664,-53.83333333333333,7.333333333333329,61.5,41.5,88.75,-27.166666666666664,-53.83333333333333,7.333333333333329,64.325,1,Kompeten,60200125031,A,UNIFIED
1.0,80.6,80.6,81.1,1.0,1.0,1.0,8.109390989601021,8.42852300228219,8.42852300228219,7.418894796396563,64.0,86.0,64.0,86.0,66.5,86.5,-8.166666666666671,-8.166666666666671,-4.0,73.0,73.0,76.5,-8.166666666666671,-8.166666666666671,-4.0,85.57499999999999,1,Kompeten,60200125032,A,UNIFIED
1.0,85.0,68.0,87.5,1.0,0.8,1.0,21.68307071324437,3.1622776601683795,34.14674215792775,3.0495901363953815,80.0,90.0,0.0,90.0,83.0,92.5,0.0,-28.333333333333336,3.3333333333333286,85.0,42.5,89.5,0.0,-28.333333333333336,3.3333333333333286,85.125,1,Kompeten,60200125033,A,UNIFIED
0.8,82.6,64.4,79.7,1.0,0.8,1.0,21.968057619087666,8.16333265278342,32.970289655991806,10.141991914806479,67.0,90.0,0.0,87.0,67.5,92.5,-10.666666666666671,34.83333333333333,6.166666666666671,75.0,75.0,89.5,-10.666666666666671,34.83333333333333,6.166666666666671,76.675,1,Kompeten,60200125034,A,UNIFIED
1.0,87.2,70.2,79.2,1.0,0.8,1.0,22.23470760370422,2.3151673805580453,35.159067109353174,9.846826900072937,85.0,90.0,0.0,90.0,67.5,91.0,-4.666666666666671,-33.0,6.166666666666671,85.5,43.0,88.75,-4.666666666666671,-33.0,6.166666666666671,84.15,1,Kompeten,60200125049,A,UNIFIED
