Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200122119,A,UNIFIED
0.875,85.83333333333333,71.16666666666667,81.42857142857143,1.0,0.8333333333333334,1.0,1,Kompeten,60200125001,A,UNIFIED
0.625,76.33333333333333,55.666666666666664,73.14285714285714,1.0,0.6666666666666666,1.0,0,Belum Kompeten,60200125006,A,UNIFIED
1.0,85.5,85.5,83.71428571428571,1.0,1.0,1.0,1,Kompeten,60200125007,A,UNIFIED
0.75,73.33333333333333,38.333333333333336,86.0,1.0,0.5,1.0,1,Kompeten,60200125016,A,UNIFIED
0.625,13.333333333333334,13.333333333333334,21.142857142857142,0.16666666666666666,0.16666666666666666,0.2857142857142857,0,Belum Kompeten,60200125017,A,UNIFIED
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125018,A,UNIFIED
0.8125,68.33333333333333,55.0,76.28571428571429,1.0,0.6666666666666666,1.0,1,Kompeten,60200125031,A,UNIFIED
0.875,81.25,81.16666666666667,80.21428571428571,1.0,1.0,1.0,1,Kompeten,60200125032,A,UNIFIED
1.0,85.5,71.33333333333333,88.35714285714286,1.0,0.8333333333333334,1.0,1,Kompeten,60200125033,A,UNIFIED
0.875,82.5,67.33333333333333,81.28571428571429,1.0,0.8333333333333334,1.0,1,Kompeten,60200125034,A,UNIFIED
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125047,A,UNIFIED
1.0,87.33333333333333,73.16666666666667,81.07142857142857,1.0,0.8333333333333334,1.0,1,Kompeten,60200125049,A,UNIFIED
0.875,84.5,56.666666666666664,84.07142857142857,1.0,0.6666666666666666,1.0,1,Kompeten,60200125050,A,UNIFIED
0.5,27.5,27.5,21.428571428571427,0.3333333333333333,0.3333333333333333,0.2857142857142857,0,Belum Kompeten,60200125051,A,UNIFIED
1.0,83.83333333333333,83.83333333333333,76.85714285714286,1.0,1.0,1.0,0,Belum Kompeten,60200125053,A,UNIFIED
1.0,81.83333333333333,81.83333333333333,84.0,1.0,1.0,1.0,1,Kompeten,60200125074,A,UNIFIED
0.8125,82.83333333333333,54.833333333333336,85.07142857142857,1.0,0.6666666666666666,1.0,1,Kompeten,60200125075,A,UNIFIED
0.25,13.333333333333334,13.333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,0,Belum Kompeten,60200125077,A,UNIFIED
0.875,77.16666666666667,70.5,81.0,1.0,0.8333333333333334,1.0,1,Kompeten,60200125078,A,UNIFIED
0.875,77.66666666666667,70.16666666666667,79.28571428571429,1.0,0.8333333333333334,1.0,1,Kompeten,60200125099,A,UNIFIED
1.0,81.5,80.66666666666667,82.71428571428571,1.0,1.0,1.0,0,Belum Kompeten,60200125100,A,UNIFIED
1.0,85.66666666666667,85.66666666666667,83.71428571428571,1.0,1.0,1.0,1,Kompeten,60200125101,A,UNIFIED
1.0,81.58333333333333,81.58333333333333,83.42857142857143,1.0,1.0,1.0,1,Kompeten,60200125114,A,UNIFIED
0.75,53.833333333333336,53.833333333333336,27.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0,Belum Kompeten,60200125116,A,UNIFIED
